,0
0,4810.0
1,4810.0
2,4810.0
3,4810.0
4,4810.0
5,4810.0
6,4810.0
7,4810.0
8,4810.0
9,4810.0
10,4810.0
11,4810.0
12,4810.0
13,4810.0
14,4810.0
15,4810.0
16,4810.0
17,4810.0
18,4810.0
19,4810.0
20,4810.0
21,4810.0
22,4810.0
23,4810.0
24,4810.0
25,4810.0
26,4810.0
27,4810.0
28,4810.0
29,4810.0
30,4810.0
31,4810.0
32,4810.0
33,4810.0
34,4810.0
35,4810.0
36,4810.0
37,4810.0
38,4810.0
39,4810.0
40,4810.0
41,4810.0
42,4810.0
43,4810.0
44,4810.0
45,4810.0
46,4810.0
47,4810.0
48,4810.0
49,4810.0
50,4810.0
51,4810.0
52,4810.0
53,4810.0
54,4810.0
55,4810.0
56,4810.0
57,4810.0
58,4810.0
59,4810.0
60,4810.0
61,4810.0
62,4810.0
63,4810.0
64,4810.0
65,4810.0
66,4810.0
67,4810.0
68,4810.0
69,4810.0
70,4810.0
71,4810.0
72,4810.0
73,4810.0
74,4810.0
75,4810.0
76,4810.0
77,4810.0
78,4810.0
79,4810.0
80,4810.0
81,4810.0
82,4810.0
83,4810.0
84,4810.0
85,4810.0
86,4810.0
87,4810.0
88,4810.0
89,4810.0
90,4810.0
91,4810.0
92,4810.0
93,4810.0
94,4810.0
95,4810.0
96,4810.0
97,4810.0
98,4810.0
99,4810.0
100,4810.0
101,4810.0
102,4810.0
103,4810.0
104,4810.0
105,4810.0
106,4810.0
107,4810.0
108,4810.0
109,4810.0
110,4810.0
111,4810.0
112,4810.0
113,4810.0
114,4810.0
115,4810.0
116,4810.0
117,4810.0
118,4810.0
119,4810.0
120,4810.0
121,4810.0
122,4810.0
123,4810.0
124,4810.0
125,4810.0
126,4810.0
127,4810.0
128,4810.0
129,4810.0
130,4810.0
131,4810.0
132,4810.0
133,4810.0
134,4810.0
135,4810.0
136,4810.0
137,4810.0
138,4810.0
139,4810.0
140,4810.0
141,4810.0
142,4810.0
143,4810.0
144,4810.0
145,4810.0
146,4810.0
147,4810.0
148,4810.0
149,4810.0
150,4810.0
151,4810.0
152,4810.0
153,4810.0
154,4810.0
155,4810.0
156,4810.0
157,4810.0
158,4810.0
159,4810.0
160,4810.0
161,4810.0
162,4810.0
163,4810.0
164,4810.0
165,4810.0
166,4810.0
167,4810.0
168,4810.0
169,4810.0
170,4810.0
171,4810.0
172,4810.0
173,4810.0
174,4810.0
175,4810.0
176,4810.0
177,4810.0
178,4810.0
179,4810.0
180,4810.0
181,4810.0
182,4810.0
183,4810.0
184,4810.0
185,4810.0
186,4810.0
187,4810.0
188,4810.0
189,4810.0
190,4810.0
191,4810.0
192,4810.0
193,4810.0
194,4810.0
195,4810.0
196,4810.0
197,4810.0
198,4810.0
199,4810.0
200,4810.0
201,4810.0
202,4810.0
203,4810.0
204,4810.0
205,4810.0
206,4810.0
207,4810.0
208,4810.0
209,4810.0
210,4810.0
211,4810.0
212,4810.0
213,4810.0
214,4810.0
215,4810.0
216,4810.0
217,4810.0
218,4810.0
219,4810.0
220,4810.0
221,4810.0
222,4810.0
223,4810.0
224,4810.0
225,4810.0
226,4810.0
227,4810.0
228,4810.0
229,4810.0
230,4810.0
231,4810.0
232,4810.0
233,4810.0
234,4810.0
235,4810.0
236,4810.0
237,4810.0
238,4810.0
239,4810.0
240,4810.0
241,4810.0
242,4810.0
243,4810.0
244,4810.0
245,4810.0
246,4810.0
247,4810.0
248,4810.0
249,4810.0
250,4810.0
251,4810.0
252,4810.0
253,4810.0
254,4810.0
255,4810.0
256,4810.0
257,4810.0
258,4810.0
259,4810.0
