Timestamp,424-CO2,424-Hum,424-Tem,421-CO2,421-Hum,421-Tem,423-CO2,423-Hum,423-Tem,422-CO2,422-Hum,422-Tem,452-CO2,452-Hum,452-Tem,446-CO2,446-Hum,446-Tem,442-CO2,442-Hum,442-Tem,456-CO2,456-Hum,456-Tem,454-CO2,454-Hum,454-Tem,458-CO2,458-Hum,458-Tem,462-CO2,462-Hum,462-Tem,448-CO2,448-Hum,448-Tem,413-CO2,413-Hum,413-Tem,415-CO2,415-Hum,415-Tem,417-CO2,417-Hum,417-Tem
2013-08-23 23:00:00,433.3157894736842,50.32000000000001,23.844385964912284,368.1896551724138,52.87827586206897,22.840862068965517,384.23275862068965,50.9103448275862,23.394827586206894,450.75,53.994482758620684,22.80310344827586,389.73275862068965,46.03,23.45448275862069,523.4741379310345,51.785862068965514,23.11603448275862,489.359649122807,48.90350877192982,24.106666666666666,455.3189655172414,48.58620689655172,24.25810344827586,365.140350877193,51.353684210526325,23.50456140350877,547.7410714285714,53.02196428571428,22.960535714285715,480.1842105263158,56.47157894736842,22.054035087719296,410.1034482758621,51.26137931034482,23.560344827586206,499.05263157894734,45.32052631578947,23.94421052631579,514.6379310344828,51.785862068965514,23.324310344827584,388.4,51.57709090909091,23.478181818181817
2013-08-23 23:10:00,438.4,50.326249999999995,23.85175,377.0,52.89816666666666,22.861833333333333,391.32916666666665,50.90775,23.405916666666666,459.8125,54.009750000000004,22.8205,392.6458333333333,46.04625,23.454666666666665,531.2958333333333,51.81883333333334,23.119666666666667,500.4875,48.948166666666665,24.112000000000002,458.85833333333335,48.630916666666664,24.2535,373.67083333333335,51.373000000000005,23.51158333333333,565.025,53.12533333333333,22.954083333333337,491.78333333333336,56.586416666666665,22.043333333333333,417.046218487395,51.290588235294116,23.558823529411764,511.0083333333333,45.29966666666667,23.994833333333336,520.0166666666667,51.790166666666664,23.344749999999998,391.46666666666664,51.577,23.499166666666667
2013-08-23 23:20:00,443.7708333333333,50.34191666666666,23.866,386.54583333333335,52.8895,22.899,394.8958333333333,50.902249999999995,23.42591666666667,469.9291666666667,54.005250000000004,22.84875,402.27916666666664,46.08416666666667,23.462,546.6041666666666,51.85975,23.12541666666667,511.2,48.97175,24.123333333333335,470.5,48.65691666666667,24.2585,378.46666666666664,51.407,23.513250000000003,574.4125,53.15475,22.962,502.00416666666666,56.73266666666667,21.999666666666666,426.175,51.32316666666667,23.56925,525.7083333333334,45.2265,24.059833333333334,527.5,51.77025,23.37775,397.5875,51.583999999999996,23.524166666666666
2013-08-23 23:30:00,452.1,50.352583333333335,23.88383333333333,399.7125,52.91949999999999,22.936083333333332,401.92083333333335,50.90625,23.44425,479.0,53.997749999999996,22.881916666666665,408.625,46.09925,23.465916666666665,554.4791666666666,51.89675,23.13133333333333,519.3791666666667,48.99725,24.137249999999998,483.4458333333333,48.70183333333333,24.260333333333335,384.325,51.4295,23.52,578.6458333333334,53.2215,22.968916666666665,511.1875,56.973499999999994,21.9325,434.65,51.35891666666667,23.57408333333333,538.3833333333333,45.16466666666667,24.131666666666668,537.5125,51.734249999999996,23.41425,409.0541666666667,51.58925,23.549249999999997
2013-08-23 23:40:00,456.3333333333333,50.34883333333334,23.899749999999997,404.06666666666666,52.92166666666666,22.971583333333335,406.42083333333335,50.89675,23.468416666666666,485.48333333333335,53.97025,22.91691666666667,413.1166666666667,46.1175,23.47458333333333,557.3666666666667,51.916000000000004,23.141000000000002,525.5126050420168,49.016386554621846,24.151596638655462,488.15416666666664,48.728500000000004,24.266416666666668,390.60833333333335,51.44949999999999,23.52425,574.6260504201681,53.220756302521,22.9618487394958,505.92083333333335,57.15625,21.872416666666666,438.79583333333335,51.392,23.576,547.6708333333333,45.06925,24.204333333333334,543.325,51.726,23.450750000000003,415.25,51.55825,23.583833333333335
2013-08-23 23:50:00,457.81666666666666,50.325,23.91875,406.34583333333336,52.87208333333333,23.009416666666667,406.4458333333333,50.86583333333333,23.483416666666663,478.55,53.86858333333334,22.946583333333333,413.25,46.11375,23.479333333333333,554.7083333333334,51.8915,23.145166666666668,519.425,48.969500000000004,24.1675,484.375,48.718250000000005,24.27375,389.575,51.44325,23.529583333333335,547.2791666666667,53.13675,22.95491666666667,490.55833333333334,57.152249999999995,21.849249999999998,433.10833333333335,51.377500000000005,23.581666666666663,532.6916666666667,44.91425,24.272833333333335,544.0041666666667,51.67,23.488999999999997,415.74583333333334,51.4945,23.615083333333335
2013-08-24 00:00:00,459.31666666666666,50.32,23.936333333333334,407.2083333333333,52.86625,23.052166666666665,410.8041666666667,50.85433333333333,23.501666666666665,479.3666666666667,53.827,22.98025,414.69166666666666,46.115249999999996,23.482166666666668,553.6833333333333,51.9145,23.153916666666664,516.3375,48.97,24.179166666666667,488.65416666666664,48.71925,24.28216666666667,387.9,51.46,23.535833333333336,556.8791666666667,53.25158333333333,22.950333333333333,494.55833333333334,57.245,21.860916666666665,433.70416666666665,51.4035,23.5855,531.6291666666667,44.80441666666666,24.348,545.9291666666667,51.61666666666667,23.52675,415.4916666666667,51.461666666666666,23.6495
2013-08-24 00:10:00,458.275,50.31425,23.957333333333334,408.4125,52.8555,23.089833333333335,407.3208333333333,50.83166666666667,23.518083333333333,477.87916666666666,53.778,23.0155,415.6666666666667,46.136250000000004,23.489083333333333,554.3708333333333,51.91675,23.162333333333333,521.2458333333333,48.96975,24.19475,487.7416666666667,48.723499999999994,24.288333333333334,390.9453781512605,51.47142857142857,23.538235294117648,553.7958333333333,53.26275,22.94375,491.50416666666666,57.29525,21.8585,435.21666666666664,51.412,23.59075,532.6541666666667,44.699083333333334,24.43566666666667,545.4541666666667,51.571749999999994,23.567083333333333,412.0625,51.41949999999999,23.67775
2013-08-24 00:20:00,460.29583333333335,50.285,23.979916666666668,403.5833333333333,52.870416666666664,23.115666666666666,409.30833333333334,50.82133333333333,23.540583333333334,469.3625,53.70783333333333,23.050583333333336,413.95416666666665,46.1565,23.49,552.0666666666667,51.91875,23.161833333333334,513.5166666666667,48.959666666666664,24.204166666666666,483.52916666666664,48.754000000000005,24.285416666666666,387.5,51.47566666666667,23.542916666666667,545.3541666666666,53.25658333333333,22.935333333333336,485.6875,57.319,21.833666666666666,435.75,51.41774999999999,23.596416666666666,531.7541666666667,44.562916666666666,24.526833333333332,543.8625,51.54075,23.589,411.45416666666665,51.35891666666667,23.71108333333333
2013-08-24 00:30:00,459.97083333333336,50.24966666666667,24.0045,398.55,52.86508333333333,23.139916666666668,408.01666666666665,50.778749999999995,23.563,470.4166666666667,53.6015,23.087833333333332,413.3041666666667,46.15075,23.497666666666664,545.2333333333333,51.89175,23.172333333333334,511.9125,48.91758333333333,24.21441666666667,480.8875,48.760250000000006,24.286416666666664,388.09166666666664,51.473333333333336,23.548416666666665,537.5916666666667,53.19174999999999,22.947166666666664,477.2,57.41125,21.778000000000002,433.00416666666666,51.41075,23.60375,523.4875,44.37008333333333,24.628,539.6291666666667,51.5115,23.604,406.98333333333335,51.263749999999995,23.7455
